id,title,designer,notes,description,url,img_url,img_id,tags
62176,Organza Gold Collection (10 Years Anniversary Limited Edition) Givenchy for women,"['givenchy', 'perfumes', 'and', 'colognes']","Tuberose, Ylang-Ylang, Jasmine, Honeysuckle, Vanilla, Amber, Sandalwood, Cedar","['Organza', 'Gold', 'Collection', '(10', 'Years', 'Anniversary', 'Limited', 'Edition)', 'by', 'Givenchy', 'is', 'a', 'fragrance', 'for', 'women.', 'Organza', 'Gold', 'Collection', '(10', 'Years', 'Anniversary', 'Limited', 'Edition)', 'was', 'launched', 'in', '2006.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Sophie', 'Labbe.', 'Top', 'notes', 'are', 'Tuberose', 'and', 'Ylang-Ylang;', 'middle', 'notes', 'are', 'Jasmine', 'and', 'Honeysuckle;', 'base', 'notes', 'are', 'Vanilla,', 'Amber,', 'Sandalwood', 'and', 'Cedar.']",https://www.fragrantica.com/perfume/Givenchy/Organza-Gold-Collection-10-Years-Anniversary-Limited-Edition-40467.html,https://fimgs.net/mdimg/perfume/375x500.40467.jpg,40467,"tuberose ylang-ylang jasmine honeysuckle vanilla amber sandalwood cedar organza gold collection (10 years anniversary limited edition) by givenchy is a fragrance for women. organza gold collection (10 years anniversary limited edition) was launched in 2006. the nose behind this fragrance is sophie labbe. top notes are tuberose and ylang-ylang; middle notes are jasmine and honeysuckle; base notes are vanilla, amber, sandalwood and cedar. givenchy perfumes and colognes"
21253,Idols Oud S''Ram for women and men,"[""s''ram"", 'perfumes', 'and', 'colognes']","Ladyofthenightflower, Pineapple, Fruitynotes, Ylang-Ylang, Jasmine, Whiteflowers, Amylsalicylate, Orangeblossom, Vanilla, Agarwood(Oud), Musk","['Idols', 'Oud', 'by', ""S''Ram"", 'is', 'a', 'Amber', 'Woody', 'fragrance', 'for', 'women', 'and', 'men.', 'Idols', 'Oud', 'was', 'launched', 'in', '2021.', 'Top', 'notes', 'are', 'Lady', 'of', 'the', 'Night', 'Flower,', 'Pineapple,', 'Fruity', 'Notes', 'and', 'Ylang-Ylang;', 'middle', 'notes', 'are', 'Jasmine,', 'White', 'Flowers,', 'Amyl', 'Salicylate', 'and', 'Orange', 'Blossom;', 'base', 'notes', 'are', 'Vanilla,', 'Agarwood', '(Oud)', 'and', 'Musk.']",https://www.fragrantica.com/perfume/S-Ram/Idols-Oud-71090.html,https://fimgs.net/mdimg/perfume/375x500.71090.jpg,71090,"ladyofthenightflower pineapple fruitynotes ylang-ylang jasmine whiteflowers amylsalicylate orangeblossom vanilla agarwood(oud) musk idols oud by s''ram is a amber woody fragrance for women and men. idols oud was launched in 2021. top notes are lady of the night flower, pineapple, fruity notes and ylang-ylang; middle notes are jasmine, white flowers, amyl salicylate and orange blossom; base notes are vanilla, agarwood (oud) and musk. s''ram perfumes and colognes"
6622,Demi-Lune № 6 CIEL Parfum for men,"['ciel', 'parfum', 'perfumes', 'and', 'colognes']","Rosemary, Bergamot, Nutmeg, Whitepepper, Cashmerewood, Oakmoss, Iris","['Demi-Lune', '№', '6', 'by', 'CIEL', 'Parfum', 'is', 'a', 'Woody', 'fragrance', 'for', 'men.', 'Top', 'notes', 'are', 'Rosemary', 'and', 'Bergamot;', 'middle', 'notes', 'are', 'Nutmeg', 'and', 'White', 'Pepper;', 'base', 'notes', 'are', 'Cashmere', 'Wood,', 'Oakmoss', 'and', 'Iris.']",https://www.fragrantica.com/perfume/CIEL-Parfum/Demi-Lune-6-34179.html,https://fimgs.net/mdimg/perfume/375x500.34179.jpg,34179,"rosemary bergamot nutmeg whitepepper cashmerewood oakmoss iris demi-lune № 6 by ciel parfum is a woody fragrance for men. top notes are rosemary and bergamot; middle notes are nutmeg and white pepper; base notes are cashmere wood, oakmoss and iris. ciel parfum perfumes and colognes"
34244,Vibrant Spirit Zara for women,"['zara', 'perfumes', 'and', 'colognes']","Mandarinorange, Ylang-Ylang, Ambroxan","['Vibrant', 'Spirit', 'by', 'Zara', 'is', 'a', 'Amber', 'Floral', 'fragrance', 'for', 'women.', 'Vibrant', 'Spirit', 'was', 'launched', 'in', '2021.', 'Top', 'note', 'is', 'Mandarin', 'Orange;', 'middle', 'note', 'is', 'Ylang-Ylang;', 'base', 'note', 'is', 'Ambroxan.']",https://www.fragrantica.com/perfume/Zara/Vibrant-Spirit-66924.html,https://fimgs.net/mdimg/perfume/375x500.66924.jpg,66924,mandarinorange ylang-ylang ambroxan vibrant spirit by zara is a amber floral fragrance for women. vibrant spirit was launched in 2021. top note is mandarin orange; middle note is ylang-ylang; base note is ambroxan. zara perfumes and colognes
16639,Evoke for Him Ajmal for men,"['ajmal', 'perfumes', 'and', 'colognes']","Lavender, Greenapple, Bergamot, Cardamom, Orris, Heliotrope, Juniper, Sandalwood, Musk, Vetiver","['Evoke', 'for', 'Him', 'by', 'Ajmal', 'is', 'a', 'Aromatic', 'fragrance', 'for', 'men.', 'Top', 'notes', 'are', 'Lavender,', 'Green', 'Apple', 'and', 'Bergamot;', 'middle', 'notes', 'are', 'Cardamom,', 'Orris,', 'Heliotrope', 'and', 'Juniper;', 'base', 'notes', 'are', 'Sandalwood,', 'Musk', 'and', 'Vetiver.']",https://www.fragrantica.com/perfume/Ajmal/Evoke-for-Him-32527.html,https://fimgs.net/mdimg/perfume/375x500.32527.jpg,32527,"lavender greenapple bergamot cardamom orris heliotrope juniper sandalwood musk vetiver evoke for him by ajmal is a aromatic fragrance for men. top notes are lavender, green apple and bergamot; middle notes are cardamom, orris, heliotrope and juniper; base notes are sandalwood, musk and vetiver. ajmal perfumes and colognes"
7366,Emanuel Ungaro Fresh For Her Emanuel Ungaro for women,"['emanuel', 'ungaro', 'perfumes', 'and', 'colognes']","Nashipear, Bergamot, Citron, Jasmine, Peony, Lily-Of-The-Valley, Tonkabean, Patchouli, Sandalwood","['Emanuel', 'Ungaro', 'Fresh', 'For', 'Her', 'by', 'Emanuel', 'Ungaro', 'is', 'a', 'Amber', 'Floral', 'fragrance', 'for', 'women.', 'Emanuel', 'Ungaro', 'Fresh', 'For', 'Her', 'was', 'launched', 'in', '2020.', 'Top', 'notes', 'are', 'Nashi', 'Pear,', 'Bergamot', 'and', 'Citron;', 'middle', 'notes', 'are', 'Jasmine,', 'Peony', 'and', 'Lily-of-the-Valley;', 'base', 'notes', 'are', 'Tonka', 'Bean,', 'Patchouli', 'and', 'Sandalwood.']",https://www.fragrantica.com/perfume/Emanuel-Ungaro/Emanuel-Ungaro-Fresh-For-Her-61860.html,https://fimgs.net/mdimg/perfume/375x500.61860.jpg,61860,"nashipear bergamot citron jasmine peony lily-of-the-valley tonkabean patchouli sandalwood emanuel ungaro fresh for her by emanuel ungaro is a amber floral fragrance for women. emanuel ungaro fresh for her was launched in 2020. top notes are nashi pear, bergamot and citron; middle notes are jasmine, peony and lily-of-the-valley; base notes are tonka bean, patchouli and sandalwood. emanuel ungaro perfumes and colognes"
23044,Shield-Maiden Poesie for women and men,"['poesie', 'perfumes', 'and', 'colognes']","Pinkrose, Pine, Peony, Metallicnotes, Earthynotes, Mountainair","['Shield-Maiden', 'by', 'Poesie', 'is', 'a', 'fragrance', 'for', 'women', 'and', 'men.', 'Shield-Maiden', 'was', 'launched', 'in', '2017.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Joelle', 'Nealy.']",https://www.fragrantica.com/perfume/Poesie/Shield-Maiden-54249.html,https://fimgs.net/mdimg/perfume/375x500.54249.jpg,54249,pinkrose pine peony metallicnotes earthynotes mountainair shield-maiden by poesie is a fragrance for women and men. shield-maiden was launched in 2017. the nose behind this fragrance is joelle nealy. poesie perfumes and colognes
43790,Louve Prima Materia for women,"['prima', 'materia', 'perfumes', 'and', 'colognes']","Grapefruit, Mandarinorange, Pear, Exoticfruits, Whiteflowers, Tuberose, Musk, Amberwood, Sandalwood","['Louve', 'by', 'Prima', 'Materia', 'is', 'a', 'fragrance', 'for', 'women.', 'Louve', 'was', 'launched', 'in', '2021.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Gerard', 'Anthony.', 'Top', 'notes', 'are', 'Grapefruit,', 'Mandarin', 'Orange', 'and', 'Pear;', 'middle', 'notes', 'are', 'Exotic', 'Fruits,', 'White', 'Flowers', 'and', 'Tuberose;', 'base', 'notes', 'are', 'Musk,', 'Amberwood', 'and', 'Sandalwood.']",https://www.fragrantica.com/perfume/Prima-Materia/Louve-67475.html,https://fimgs.net/mdimg/perfume/375x500.67475.jpg,67475,"grapefruit mandarinorange pear exoticfruits whiteflowers tuberose musk amberwood sandalwood louve by prima materia is a fragrance for women. louve was launched in 2021. the nose behind this fragrance is gerard anthony. top notes are grapefruit, mandarin orange and pear; middle notes are exotic fruits, white flowers and tuberose; base notes are musk, amberwood and sandalwood. prima materia perfumes and colognes"
49374,Ottoman Empire III Areej Le Doré for women and men,"['areej', 'le', 'doré', 'perfumes', 'and', 'colognes']","Rose, Bulgarianrose, Roseoil, Whiterose, Pepper, Cardamom, Frangipani, Jasmine, Agarwood(Oud), Indianoud, Frangipani, Saffron, Nutmeg, Vetiver, Myrrh, Amber, Sandalwood, Oakmoss","['Ottoman', 'Empire', 'III', 'by', 'Areej', 'Le', 'Doré', 'is', 'a', 'Amber', 'Floral', 'fragrance', 'for', 'women', 'and', 'men.', 'Ottoman', 'Empire', 'III', 'was', 'launched', 'in', '2021.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Russian', 'Adam.', 'Top', 'notes', 'are', 'Rose,', 'Bulgarian', 'Rose,', 'Rose', 'Oil,', 'White', 'Rose,', 'Pepper,', 'Cardamom,', 'Frangipani', 'and', 'Jasmine;', 'middle', 'notes', 'are', 'Agarwood', '(Oud),', 'Indian', 'Oud,', 'Frangipani,', 'Saffron,', 'Nutmeg', 'and', 'Vetiver;', 'base', 'notes', 'are', 'Myrrh,', 'Amber,', 'Sandalwood', 'and', 'Oakmoss.']",https://www.fragrantica.com/perfume/Areej-Le-Dore/Ottoman-Empire-III-67898.html,https://fimgs.net/mdimg/perfume/375x500.67898.jpg,67898,"rose bulgarianrose roseoil whiterose pepper cardamom frangipani jasmine agarwood(oud) indianoud frangipani saffron nutmeg vetiver myrrh amber sandalwood oakmoss ottoman empire iii by areej le doré is a amber floral fragrance for women and men. ottoman empire iii was launched in 2021. the nose behind this fragrance is russian adam. top notes are rose, bulgarian rose, rose oil, white rose, pepper, cardamom, frangipani and jasmine; middle notes are agarwood (oud), indian oud, frangipani, saffron, nutmeg and vetiver; base notes are myrrh, amber, sandalwood and oakmoss. areej le doré perfumes and colognes"
36315,Bûche de Noël (Рождественское Полено) Odoratika for women,"['odoratika', 'perfumes', 'and', 'colognes']","Amaretto, Chocolate, Vanilla, Coffee, Heliotrope, Cacaopod, Frenchpastries, Sandalwood, Tonkabean, Cinnamon, Amber, Musk","['Bûche', 'de', 'Noël', '(Рождественское', 'Полено)', 'by', 'Odoratika', 'is', 'a', 'Amber', 'Vanilla', 'fragrance', 'for', 'women.', 'Bûche', 'de', 'Noël', '(Рождественское', 'Полено)', 'was', 'launched', 'in', '2018.']",https://www.fragrantica.com/perfume/Odoratika/Buche-de-Noel-Rozdestvenskoe-Poleno-51139.html,https://fimgs.net/mdimg/perfume/375x500.51139.jpg,51139,amaretto chocolate vanilla coffee heliotrope cacaopod frenchpastries sandalwood tonkabean cinnamon amber musk bûche de noël (рождественское полено) by odoratika is a amber vanilla fragrance for women. bûche de noël (рождественское полено) was launched in 2018. odoratika perfumes and colognes
32946,Sandalwood Vanilla Perfume Oil Scent by the Sea for women and men,"['scent', 'by', 'the', 'sea', 'perfumes', 'and', 'colognes']","Sandalwood, Musk, Woodynotes, Vanilla","['Sandalwood', 'Vanilla', 'Perfume', 'Oil', 'by', 'Scent', 'by', 'the', 'Sea', 'is', 'a', 'Woody', 'Aromatic', 'fragrance', 'for', 'women', 'and', 'men.']",https://www.fragrantica.com/perfume/Scent-by-the-Sea/Sandalwood-Vanilla-Perfume-Oil-33856.html,https://fimgs.net/mdimg/perfume/375x500.33856.jpg,33856,sandalwood musk woodynotes vanilla sandalwood vanilla perfume oil by scent by the sea is a woody aromatic fragrance for women and men. scent by the sea perfumes and colognes
16288,Guardian Solstice Scents for women and men,"['solstice', 'scents', 'perfumes', 'and', 'colognes']","Sage, Clarysage, Shiso, Spruce, Bergamot, Pine, Balsamfir, Patchouli, Amber, Cypress, Nardhimalayan(Jatamansi), Haitianvetiver, Juniper, Muhuhu, Sandalwood, Agarwood(Oud), Mushroom, Oakmoss","['Guardian', 'by', 'Solstice', 'Scents', 'is', 'a', 'Woody', 'Chypre', 'fragrance', 'for', 'women', 'and', 'men.', 'Guardian', 'was', 'launched', 'in', '2018.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Angela', 'St.John.', 'Top', 'notes', 'are', 'Sage,', 'Clary', 'Sage,', 'Shiso,', 'Spruce', 'and', 'Bergamot;', 'middle', 'notes', 'are', 'Pine', 'and', 'Balsam', 'Fir;', 'base', 'notes', 'are', 'Patchouli,', 'Amber,', 'Cypress,', 'Nard', 'Himalayan', '(Jatamansi),', 'Haitian', 'Vetiver,', 'Juniper,', 'Muhuhu,', 'Sandalwood,', 'Agarwood', '(Oud),', 'Mushroom', 'and', 'Oakmoss.']",https://www.fragrantica.com/perfume/Solstice-Scents/Guardian-52955.html,https://fimgs.net/mdimg/perfume/375x500.52955.jpg,52955,"sage clarysage shiso spruce bergamot pine balsamfir patchouli amber cypress nardhimalayan(jatamansi) haitianvetiver juniper muhuhu sandalwood agarwood(oud) mushroom oakmoss guardian by solstice scents is a woody chypre fragrance for women and men. guardian was launched in 2018. the nose behind this fragrance is angela st.john. top notes are sage, clary sage, shiso, spruce and bergamot; middle notes are pine and balsam fir; base notes are patchouli, amber, cypress, nard himalayan (jatamansi), haitian vetiver, juniper, muhuhu, sandalwood, agarwood (oud), mushroom and oakmoss. solstice scents perfumes and colognes"
48400,Anni di Ricordi Ricordi for women and men,"['ricordi', 'perfumes', 'and', 'colognes']","Blackcurrant, Jasmine, Incense, Cyclamen, Patchouli, Bulgarianrose, Labdanum, Narcissus, Moss, Amber","['Anni', 'di', 'Ricordi', 'by', 'Ricordi', 'is', 'a', 'Amber', 'Floral', 'fragrance', 'for', 'women', 'and', 'men.', 'This', 'is', 'a', 'new', 'fragrance.', 'Anni', 'di', 'Ricordi', 'was', 'launched', 'in', '2022.', 'Top', 'notes', 'are', 'Black', 'Currant,', 'Jasmine', 'and', 'Incense;', 'middle', 'notes', 'are', 'Cyclamen,', 'Patchouli,', 'Bulgarian', 'Rose', 'and', 'Labdanum;', 'base', 'notes', 'are', 'Narcissus,', 'Moss', 'and', 'Amber.']",https://www.fragrantica.com/perfume/Ricordi/Anni-di-Ricordi-80016.html,https://fimgs.net/mdimg/perfume/375x500.80016.jpg,80016,"blackcurrant jasmine incense cyclamen patchouli bulgarianrose labdanum narcissus moss amber anni di ricordi by ricordi is a amber floral fragrance for women and men. this is a new fragrance. anni di ricordi was launched in 2022. top notes are black currant, jasmine and incense; middle notes are cyclamen, patchouli, bulgarian rose and labdanum; base notes are narcissus, moss and amber. ricordi perfumes and colognes"
8611,In Love The Fragrance Kitchen for women and men,"['the', 'fragrance', 'kitchen', 'perfumes', 'and', 'colognes']","Citron, Pinkpepper, Orange, Bergamot, Cedar, Apple, Jasmine, Guaiacwood, Amber, Sandalwood, Patchouli","['In', 'Love', 'by', 'The', 'Fragrance', 'Kitchen', 'is', 'a', 'Amber', 'Floral', 'fragrance', 'for', 'women', 'and', 'men.', 'In', 'Love', 'was', 'launched', 'in', '2015.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Chris', 'Maurice.', 'Top', 'notes', 'are', 'Citron,', 'Pink', 'Pepper,', 'Orange', 'and', 'Bergamot;', 'middle', 'notes', 'are', 'Cedar,', 'Apple', 'and', 'Jasmine;', 'base', 'notes', 'are', 'Guaiac', 'Wood,', 'Amber,', 'Sandalwood', 'and', 'Patchouli.']",https://www.fragrantica.com/perfume/The-Fragrance-Kitchen/In-Love-37769.html,https://fimgs.net/mdimg/perfume/375x500.37769.jpg,37769,"citron pinkpepper orange bergamot cedar apple jasmine guaiacwood amber sandalwood patchouli in love by the fragrance kitchen is a amber floral fragrance for women and men. in love was launched in 2015. the nose behind this fragrance is chris maurice. top notes are citron, pink pepper, orange and bergamot; middle notes are cedar, apple and jasmine; base notes are guaiac wood, amber, sandalwood and patchouli. the fragrance kitchen perfumes and colognes"
34189,Berries Flowers Wood - Bacche Fiori Legni L'Erbolario for women and men,"[""l'erbolario"", 'perfumes', 'and', 'colognes']","Hawthorn, Grapefruit, Orangeblossom, Cardamom, Cedar, Labdanum","['Berries', 'Flowers', 'Wood', '-', 'Bacche', 'Fiori', 'Legni', 'by', ""L'Erbolario"", 'is', 'a', 'fragrance', 'for', 'women', 'and', 'men.', 'Berries', 'Flowers', 'Wood', '-', 'Bacche', 'Fiori', 'Legni', 'was', 'launched', 'in', '2021.', 'Top', 'notes', 'are', 'Hawthorn,', 'Grapefruit', 'and', 'Orange', 'Blossom;', 'middle', 'note', 'is', 'Cardamom;', 'base', 'notes', 'are', 'Cedar', 'and', 'Labdanum.']",https://www.fragrantica.com/perfume/L-Erbolario/Berries-Flowers-Wood-Bacche-Fiori-Legni-70086.html,https://fimgs.net/mdimg/perfume/375x500.70086.jpg,70086,"hawthorn grapefruit orangeblossom cardamom cedar labdanum berries flowers wood - bacche fiori legni by l'erbolario is a fragrance for women and men. berries flowers wood - bacche fiori legni was launched in 2021. top notes are hawthorn, grapefruit and orange blossom; middle note is cardamom; base notes are cedar and labdanum. l'erbolario perfumes and colognes"
53943,Pelle d'Angelo NonPlusUltra Parfum for women and men,"['nonplusultra', 'parfum', 'perfumes', 'and', 'colognes']","Lime, Bergamot, Redberries, Blackpepper, Violet, Peach, Rose, Jasmine, Orris, Cedar, Musk, Amber, Elemiresin","['Pelle', ""d'Angelo"", 'by', 'NonPlusUltra', 'Parfum', 'is', 'a', 'Floral', 'Fruity', 'fragrance', 'for', 'women', 'and', 'men.', 'Pelle', ""d'Angelo"", 'was', 'launched', 'in', '2021.', 'Top', 'notes', 'are', 'Lime,', 'Bergamot,', 'Red', 'Berries', 'and', 'Black', 'Pepper;', 'middle', 'notes', 'are', 'Violet,', 'Peach,', 'Rose,', 'Jasmine', 'and', 'Orris;', 'base', 'notes', 'are', 'Cedar,', 'Musk,', 'Amber', 'and', 'Elemi', 'resin.']",https://www.fragrantica.com/perfume/NonPlusUltra-Parfum/Pelle-d-Angelo-72356.html,https://fimgs.net/mdimg/perfume/375x500.72356.jpg,72356,"lime bergamot redberries blackpepper violet peach rose jasmine orris cedar musk amber elemiresin pelle d'angelo by nonplusultra parfum is a floral fruity fragrance for women and men. pelle d'angelo was launched in 2021. top notes are lime, bergamot, red berries and black pepper; middle notes are violet, peach, rose, jasmine and orris; base notes are cedar, musk, amber and elemi resin. nonplusultra parfum perfumes and colognes"
38199,N.124 InEstasy for women,"['inestasy', 'perfumes', 'and', 'colognes']","Orangeblossom, Bitteralmond, Coffee, Licorice, Vanilla, Patchouli","['N.124', 'by', 'InEstasy', 'is', 'a', 'fragrance', 'for', 'women.']",https://www.fragrantica.com/perfume/InEstasy/N-124-58933.html,https://fimgs.net/mdimg/perfume/375x500.58933.jpg,58933,orangeblossom bitteralmond coffee licorice vanilla patchouli n.124 by inestasy is a fragrance for women. inestasy perfumes and colognes
1704,R Avery for women and men,"['avery', 'perfumes', 'and', 'colognes']","Mandarinorange, Seanotes, Mint, Sage, Oregano, Basil, Balsamfir, Oakmoss, Sandalwood","['R', 'by', 'Avery', 'is', 'a', 'Citrus', 'Aromatic', 'fragrance', 'for', 'women', 'and', 'men.', 'R', 'was', 'launched', 'in', '2017.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Celso', 'Fadelli.', 'Top', 'notes', 'are', 'Mandarin', 'Orange,', 'Sea', 'Notes', 'and', 'Mint;', 'middle', 'notes', 'are', 'Sage,', 'Oregano', 'and', 'Basil;', 'base', 'notes', 'are', 'Balsam', 'Fir,', 'oak', 'moss', 'and', 'Sandalwood.']",https://www.fragrantica.com/perfume/Avery/R-48877.html,https://fimgs.net/mdimg/perfume/375x500.48877.jpg,48877,"mandarinorange seanotes mint sage oregano basil balsamfir oakmoss sandalwood r by avery is a citrus aromatic fragrance for women and men. r was launched in 2017. the nose behind this fragrance is celso fadelli. top notes are mandarin orange, sea notes and mint; middle notes are sage, oregano and basil; base notes are balsam fir, oak moss and sandalwood. avery perfumes and colognes"
57036,Mr. Burberry Element Burberry for men,"['burberry', 'perfumes', 'and', 'colognes']","Greenalmond, Juniper, Ambergris, Mineralnotes, Oakmoss","['Mr.', 'Burberry', 'Element', 'by', 'Burberry', 'is', 'a', 'Amber', 'Fougere', 'fragrance', 'for', 'men.', 'Mr.', 'Burberry', 'Element', 'was', 'launched', 'in', '2020.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Jérôme', 'di', 'Marino.', 'Top', 'note', 'is', 'Green', 'Almond;', 'middle', 'note', 'is', 'Juniper;', 'base', 'notes', 'are', 'Ambergris,', 'Mineral', 'notes', 'and', 'Oakmoss.']",https://www.fragrantica.com/perfume/Burberry/Mr-Burberry-Element-60796.html,https://fimgs.net/mdimg/perfume/375x500.60796.jpg,60796,"greenalmond juniper ambergris mineralnotes oakmoss mr. burberry element by burberry is a amber fougere fragrance for men. mr. burberry element was launched in 2020. the nose behind this fragrance is jérôme di marino. top note is green almond; middle note is juniper; base notes are ambergris, mineral notes and oakmoss. burberry perfumes and colognes"
35453,20-20 Antiqua Firenze for women and men,"['antiqua', 'firenze', 'perfumes', 'and', 'colognes']","Blackpepper, Clarysage, Greenmandarin, Peony, Lily, Vanillaorchid, Benzoin, Amberwood, Patchouli","['20-20', 'by', 'Antiqua', 'Firenze', 'is', 'a', 'Floral', 'fragrance', 'for', 'women', 'and', 'men.', 'This', 'is', 'a', 'new', 'fragrance.', '20-20', 'was', 'launched', 'in', '2022.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Enzo', 'Galardi.', 'Top', 'notes', 'are', 'Black', 'Pepper,', 'Clary', 'Sage', 'and', 'Green', 'Mandarin;', 'middle', 'notes', 'are', 'Peony,', 'Lily', 'and', 'Vanilla', 'Orchid;', 'base', 'notes', 'are', 'Benzoin,', 'Amberwood', 'and', 'Patchouli.']",https://www.fragrantica.com/perfume/Antiqua-Firenze/20-20-73529.html,https://fimgs.net/mdimg/perfume/375x500.73529.jpg,73529,"blackpepper clarysage greenmandarin peony lily vanillaorchid benzoin amberwood patchouli 20-20 by antiqua firenze is a floral fragrance for women and men. this is a new fragrance. 20-20 was launched in 2022. the nose behind this fragrance is enzo galardi. top notes are black pepper, clary sage and green mandarin; middle notes are peony, lily and vanilla orchid; base notes are benzoin, amberwood and patchouli. antiqua firenze perfumes and colognes"
68208,VIP Samy Andraus Fragrances for women and men,"['samy', 'andraus', 'fragrances', 'perfumes', 'and', 'colognes']","Orangeblossom, Jasmine, Myrrh, Opoponax, Benzoin, Blackamber, Patchouli","['VIP', 'by', 'Samy', 'Andraus', 'Fragrances', 'is', 'a', 'Amber', 'fragrance', 'for', 'women', 'and', 'men.', 'VIP', 'was', 'launched', 'in', '2020.', 'Top', 'notes', 'are', 'Orange', 'Blossom', 'and', 'Jasmine;', 'middle', 'notes', 'are', 'Myrrh,', 'Opoponax', 'and', 'Benzoin;', 'base', 'notes', 'are', 'Black', 'Amber', 'and', 'Patchouli.']",https://www.fragrantica.com/perfume/Samy-Andraus-Fragrances/VIP-62888.html,https://fimgs.net/mdimg/perfume/375x500.62888.jpg,62888,"orangeblossom jasmine myrrh opoponax benzoin blackamber patchouli vip by samy andraus fragrances is a amber fragrance for women and men. vip was launched in 2020. top notes are orange blossom and jasmine; middle notes are myrrh, opoponax and benzoin; base notes are black amber and patchouli. samy andraus fragrances perfumes and colognes"
37753,Silk Vanilla Siordia Parfums for women,"['siordia', 'parfums', 'perfumes', 'and', 'colognes']","Vanilla, Coconut, Leather, Labdanum, Cashmeran, Agarwood(Oud), Bitterorange, Champaca, Tonkabean, Musk, Greenmandarin, Jasmine, Rose, Honeysuckle","['Silk', 'Vanilla', 'by', 'Siordia', 'Parfums', 'is', 'a', 'Floral', 'fragrance', 'for', 'women.', 'Silk', 'Vanilla', 'was', 'launched', 'in', '2016.', 'The', 'nose', 'behind', 'this', 'fragrance', 'is', 'Ekaterina', 'Siordia.']",https://www.fragrantica.com/perfume/Siordia-Parfums/Silk-Vanilla-48856.html,https://fimgs.net/mdimg/perfume/375x500.48856.jpg,48856,vanilla coconut leather labdanum cashmeran agarwood(oud) bitterorange champaca tonkabean musk greenmandarin jasmine rose honeysuckle silk vanilla by siordia parfums is a floral fragrance for women. silk vanilla was launched in 2016. the nose behind this fragrance is ekaterina siordia. siordia parfums perfumes and colognes
45099,In Full Bloom Kate Spade for women,"['kate', 'spade', 'perfumes', 'and', 'colognes']","Greennotes, Greentea, Lemon, Mayrose, Rosepetals, Lotus, Peony, Whitewood, Cedar, Peach","['In', 'Full', 'Bloom', 'by', 'Kate', 'Spade', 'is', 'a', 'Floral', 'Green', 'fragrance', 'for', 'women.', 'In', 'Full', 'Bloom', 'was', 'launched', 'in', '2018.', 'Top', 'notes', 'are', 'Green', 'Notes,', 'Green', 'Tea', 'and', 'Lemon;', 'middle', 'notes', 'are', 'May', 'Rose,', 'Rose', 'Petals,', 'Lotus', 'and', 'Peony;', 'base', 'notes', 'are', 'White', 'Wood,', 'Cedar', 'and', 'Peach.']",https://www.fragrantica.com/perfume/Kate-Spade/In-Full-Bloom-48683.html,https://fimgs.net/mdimg/perfume/375x500.48683.jpg,48683,"greennotes greentea lemon mayrose rosepetals lotus peony whitewood cedar peach in full bloom by kate spade is a floral green fragrance for women. in full bloom was launched in 2018. top notes are green notes, green tea and lemon; middle notes are may rose, rose petals, lotus and peony; base notes are white wood, cedar and peach. kate spade perfumes and colognes"
59508,One To Remember Ainash Parfums for men,"['ainash', 'parfums', 'perfumes', 'and', 'colognes']","Palisanderrosewood, Lavender, Cinnamon, Apple, Rose, Cedar, Lily, Sandalwood, Vanilla, Amber, Musk","['One', 'To', 'Remember', 'by', 'Ainash', 'Parfums', 'is', 'a', 'Amber', 'Woody', 'fragrance', 'for', 'men.', 'This', 'is', 'a', 'new', 'fragrance.', 'One', 'To', 'Remember', 'was', 'launched', 'in', '2022.', 'Top', 'notes', 'are', 'Palisander', 'Rosewood,', 'Lavender,', 'Cinnamon', 'and', 'Apple;', 'middle', 'notes', 'are', 'Rose,', 'Cedar', 'and', 'Lily;', 'base', 'notes', 'are', 'Sandalwood,', 'Vanilla,', 'Amber', 'and', 'Musk.']",https://www.fragrantica.com/perfume/Ainash-Parfums/One-To-Remember-80222.html,https://fimgs.net/mdimg/perfume/375x500.80222.jpg,80222,"palisanderrosewood lavender cinnamon apple rose cedar lily sandalwood vanilla amber musk one to remember by ainash parfums is a amber woody fragrance for men. this is a new fragrance. one to remember was launched in 2022. top notes are palisander rosewood, lavender, cinnamon and apple; middle notes are rose, cedar and lily; base notes are sandalwood, vanilla, amber and musk. ainash parfums perfumes and colognes"
